index   score   id
1	16.750	CDKN2A
2	16.750	PTEN
3	15.750	EGFR
4	15.750	TP53
5	13.750	PIK3CA
6	13.250	RB1
7	12.250	NF1
8	11.750	MET
9	11.500	CDK4
10	11.250	ATM
11	11.000	PDGFRA
12	10.750	MDM2
13	10.250	APC
14	9.750	EP300
15	9.750	ERCC2
16	9.750	KRAS
17	9.750	PIK3CG
18	9.500	BRCA1
19	9.500	STK11
20	9.250	BRCA2
21	9.250	ERBB2
22	9.000	BRAF
23	9.000	FBXW7
24	8.750	MLH1
25	8.750	MSH2
26	8.750	SMAD4
27	8.500	CDKN2B
28	8.500	FGFR3
29	8.500	MSH6
30	8.500	PIK3CB
31	8.500	PIK3R1
32	8.250	ERCC3
33	8.250	JAK2
34	8.250	KIT
35	8.250	RET
36	8.000	AKT1
37	8.000	PLCG1
38	8.000	SMARCA4
39	7.750	CDH1
40	7.750	CDKN1A
41	7.750	DNMT1
42	7.750	ERBB3
43	7.750	NOTCH1
44	7.500	CCND2
45	7.500	MYC
46	7.500	NRAS
47	7.250	AKT2
48	7.250	CREBBP
49	7.250	NF2
50	7.250	NTRK1
51	7.250	PDGFRB
52	7.000	ABL1
53	7.000	CCND1
54	7.000	CDK6
55	7.000	HSP90AA1
56	7.000	TCF3
57	6.750	CTNNB1
58	6.750	FGFR1
59	6.750	FIGF
60	6.750	HRAS
61	6.750	NTRK3
62	6.750	WT1
63	6.500	CDC42
64	6.500	EXT1
65	6.500	FOXO3
66	6.500	MDM4
67	6.500	PDGFA
68	6.500	PMS2
69	6.500	RUNX1
70	6.500	VHL
71	6.500	WRN
72	6.250	ALK
73	6.250	AR
74	6.250	CDKN2C
75	6.250	CHEK1
76	6.250	CHEK2
77	6.250	ERCC5
78	6.250	FAS
79	6.250	FGFR2
80	6.250	HDAC1
81	6.250	KDR
82	6.250	NOS3
83	6.250	PTCH1
84	6.250	TERT
85	6.250	TSC2
86	6.000	BLM
87	6.000	CBL
88	6.000	COL1A1
89	6.000	EVI1
90	6.000	MAP2K4
91	6.000	PDGFB
92	6.000	SEPT9
93	6.000	TGFBR2
94	6.000	TRRAP
95	5.750	EGF
96	5.750	FLT3
97	5.750	GRB2
98	5.750	NCAM1
99	5.750	NOS2
100	5.500	BUB1B
101	5.500	CDKN1B
102	5.500	DIRAS3
103	5.500	DOT1L
104	5.500	EPHB1
105	5.500	EPHB6
106	5.500	GNAS
107	5.500	HIF1A
108	5.500	MRE11A
109	5.500	PLCG2
110	5.500	PRKDC
111	5.500	PTPN11
112	5.500	RAD50
113	5.500	RAD51
114	5.500	SPRY2
115	5.250	FANCA
116	5.250	FANCF
117	5.250	FGFR4
118	5.250	FLT1
119	5.250	FOXO1
120	5.250	MAP2K1
121	5.250	PPP2R1A
122	5.250	PTGS2
123	5.250	SHC1
124	5.250	TPO
125	5.250	XPA
126	5.250	XPC
127	5.000	BAI3
128	5.000	BARD1
129	5.000	BCL2
130	5.000	CARM1
131	5.000	CDK2
132	5.000	CERK
133	5.000	DGKZ
134	5.000	E2F1
135	5.000	EPHA3
136	5.000	EPO
137	5.000	ERBB4
138	5.000	FANCE
139	5.000	FH
140	5.000	FLT4
141	5.000	IRS1
142	5.000	MAPK1
143	5.000	NBN
144	5.000	PLCB1
145	5.000	PRKCZ
146	5.000	SMARCB1
147	5.000	TCF12
148	5.000	TPR
149	5.000	VEGFA
150	4.750	ABCC3
151	4.750	CD44
152	4.750	CDKN2D
153	4.750	CSF1R
154	4.750	DPYD
155	4.750	ESR2
156	4.750	EWSR1
157	4.750	FANCD2
158	4.750	FOS
159	4.750	LMO2
160	4.750	NOTCH3
161	4.750	PARP1
162	4.750	PRKCA
163	4.750	SMAD2
164	4.750	SMAD3
165	4.750	TSC1
166	4.500	ADCY9
167	4.500	AGAP2
168	4.500	BAX
169	4.500	BCL11A
170	4.500	BCR
171	4.500	BIRC5
172	4.500	CAV1
173	4.500	CCNE1
174	4.500	DGKB
175	4.500	EPHB4
176	4.500	ERCC6
177	4.500	ESR1
178	4.500	ETV1
179	4.500	FLNC
180	4.500	FN1
181	4.500	GSK3B
182	4.500	HDAC2
183	4.500	HOXA9
184	4.500	MEN1
185	4.500	MYH9
186	4.500	NCOA2
187	4.500	PCNA
188	4.500	PML
189	4.500	PPARG
190	4.500	PPARGC1A
191	4.500	RARA
192	4.500	SKP2
193	4.500	SOCS1
194	4.500	SOS1
195	4.500	SRC
196	4.500	TEK
197	4.500	TOP2A
198	4.500	TPM3
199	4.250	ABCA1
200	4.250	APC2
201	4.250	AURKA
202	4.250	CCND3
203	4.250	CD40LG
204	4.250	CDX2
205	4.250	CEBPA
206	4.250	CYP19A1
207	4.250	DNMT3B
208	4.250	ERCC1
209	4.250	ERCC4
210	4.250	ETV4
211	4.250	FES
212	4.250	GAB1
213	4.250	HGF
214	4.250	IFNG
215	4.250	IGF2R
216	4.250	INSR
217	4.250	KLF6
218	4.250	MPL
219	4.250	MUTYH
220	4.250	MYCL1
221	4.250	NR3C1
222	4.250	PIK3C3
223	4.250	PIK3CD
224	4.250	PIK3R2
225	4.250	PPP1R3A
226	4.250	PPP2R1B
227	4.250	PTPRB
228	4.250	RECQL4
229	4.250	ROS1
230	4.250	RPS6KA2
231	4.250	SDHB
232	4.250	SP1
233	4.250	THBS1
234	4.250	TP73
235	4.000	ANAPC5
236	4.000	ATR
237	4.000	BCL3
238	4.000	BIRC6
239	4.000	BRIP1
240	4.000	CBFA2T3
241	4.000	CDC73
242	4.000	CDK7
243	4.000	CLTC
244	4.000	CSMD3
245	4.000	CSNK1G2
246	4.000	CTNNA1
247	4.000	CYP1B1
248	4.000	DDB2
249	4.000	DGKI
250	4.000	ELOVL2
251	4.000	EP400
252	4.000	EPHA8
253	4.000	EPHB2
254	4.000	ERG
255	4.000	EXT2
256	4.000	FANCC
257	4.000	FANCG
258	4.000	FRAP1
259	4.000	GATA1
260	4.000	GMPS
261	4.000	GPC3
262	4.000	HDAC4
263	4.000	HIPK2
264	4.000	HMGA1
265	4.000	HOXD11
266	4.000	IDH1
267	4.000	IGF1R
268	4.000	IGFBP3
269	4.000	KALRN
270	4.000	KAT2B
271	4.000	LAMA1
272	4.000	LAMP1
273	4.000	LDHA
274	4.000	LTBP1
275	4.000	MAPK3
276	4.000	MAPK8IP2
277	4.000	MINPP1
278	4.000	MLL
279	4.000	MLL3
280	4.000	MST1R
281	4.000	MUC1
282	4.000	MYST4
283	4.000	NAV3
284	4.000	NOTCH2
285	4.000	NSD1
286	4.000	PAFAH1B2
287	4.000	PAK7
288	4.000	PARP2
289	4.000	PIGS
290	4.000	POLE
291	4.000	PPP1R13L
292	4.000	PPP2CB
293	4.000	PPP2R2B
294	4.000	PTCH2
295	4.000	PTK2
296	4.000	PTPRD
297	4.000	RAD51L1
298	4.000	RHEB
299	4.000	RHOA
300	4.000	RPS6KA1
301	4.000	RPS6KB1
302	4.000	RUNX1T1
303	4.000	SDHC
304	4.000	SDHD
305	4.000	SNCG
306	4.000	SOCS2
307	4.000	SPEN
308	4.000	TFE3
309	4.000	TGFBR1
310	4.000	TLX1
311	4.000	TNK2
312	4.000	ZNF331
